assetId,assetName,missingDataRate,1,2,3,4,5,6,7,81,82,83,9,10,11,12,13,14,Proximity to public transport infrastructure,Proximity of resources,Accessibility by car,Proximity to metropolitan center,Air quality,Safety of the area,Noise prevention (Peacefulness),Security of natural environment,"Security of technological, industrial and mining environment",Prestige of the building's location,Stability of competition,Attractiveness of neighbourhood,market,floorArea,propertyType,propertySubType,vintageModel,status,cause,version,external,ipc,streetNumber,street,zipCode,city,state,country,manualAddress,latitude,longitude,transactionType,value,transactionDate,year,floorVacancyRate,tenantStatus,nature,transactionShare,source,cartodb_id
id_105,"370 Rue de Sans Souci, 69760 Limonest",0,12,,34,43,53,61,72,813,821,831,91,102,112,121,131,141,"4,274318204","4,082400006","3,402221216","3,469706427","4,944681425","5,183260477","3,063462821","6,676593351","7,129035895","5,213930733","3,99048","4,155072542",Lyon office market,11650,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,370,Rue de Sans Souci,69760,Limonest,,France,,45.80541,4.77467,SALE,38 889 401,2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_106,"3783 Blvd Saint-Laurent, 69100 Villeurbanne",0,12,21,35,43,54,62,,811,821,831,91,102,112,,131,141,"5,020938964","5,016460648","2,393172853","4,218432266","4,646877572","4,746603571","1,186046274","6,571650048","7,214413538","5,507396425","3,99048","4,402987159",Lyon office market,13900,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,3783,Blvd Saint-Laurent,69100,Villeurbanne,,France,,45.77768,4.868,SALE,62 171 871,2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_107,"173 Ave Jean Jaures, 69007 Lyon",0,12,,33,42,51,62,72,811,821,831,91,102,112,,131,141,"3,994038851","5,132193319","3,678236294","4,379231727","4,667964154","4,696887333","3,01111653","6,644714685","7,271902206","5,608538674","3,99048","4,391995719",Lyon office market,7844,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,173,Ave Jean Jaures,69007,Lyon,,France,,45.73829,4.83794,SALE,42 477 175,2021-03-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_108,"17 Blvd Voltaire, 69170 Tarare",0,12,21,35,41,51,62,72,811,821,831,93,102,113,,131,141,"2,29903634","2,845377786","2,040275181","2,456031853","5,234906306","6,05577478","1,267589075","6,686723357","6,976749475","4,694220201","3,99048","4,024633241",Lyon office market,924,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,17,Blvd Voltaire,69170,Tarare,,France,,45.89348,4.43629,SALE,5 300 000,2021-03-08,2021,0,SINGLE_TENANT,TRANSACTION,,,
id_109,"53 Rue Benjamin Baillaud, 31500 Toulouse",0,12,21,35,41,51,61,,811,821,831,91,102,113,,131,141,"5,056901078","4,588779718","2,299871222","3,960237936","4,671526042","4,954260579","1,200602232","6,580511986","7,189592368","5,468660408","3,99048","4,328100388",Toulouse office market,4330,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,53,Rue Benjamin Baillaud,31500,Toulouse,,France,,43.6167417,1.4647662,SALE,"11854444,5",2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_110,"204 Rte D'albi, 31200 Toulouse",0,12,,,41,51,61,,811,821,831,91,102,113,,131,141,"4,813415618","4,500998045","2,345742778","3,846467282","4,646469909","5,058139982","1,193511089","6,558832003","7,191206146","5,449801603","3,99048","4,321990687",Toulouse office market,3509,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,204,Rte D'albi,31200,Toulouse,,France,,43.64294,1.46779,SALE,"9614523,09",2021-01-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_111,"86 Cours de La Martinique, 33000 Bordeaux",0,11,,32,41,51,61,72,811,821,831,93,102,111,121,131,141,"4,978386911","4,794833445","3,542146178","4,069147377","4,5529427","4,743983261","2,943470909","6,635326477","7,187979621","5,350562117","3,99048","4,707358166",Bordeaux office market,1500,OFFICES,HAUSSMANNIEN,O2019,ACTUAL,INITIAL,V0,Internal,,86,Cours de La Martinique,33000,Bordeaux,,France,,44.85444,-0.57263,SALE,4 000 000,2021-02-16,2021,0,MULTI_TENANT,TRANSACTION,,,
id_112,"26 Ave Tony Garnier, 69007 Lyons",0,12,,34,41,52,62,,811,821,831,93,102,112,122,131,141,"4,246144551","4,792703906","2,902237209","4,109371892","4,63399264","4,875236964","2,115283941","6,588442469","7,225513925","5,49584098","3,99048","4,375404905",Lyon office market,934,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,26,Ave Tony Garnier,69007,Lyons,,France,,45.72813,4.82378,SALE,3 600 000,2021-01-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_113,"24 Rue de La Gare, 69009 Lyons",0,12,23,34,41,52,61,72,811,821,831,93,102,112,121,131,141,"4,07185091","4,449048735","3,333607221","3,98297266","4,600020986","5,180231961","3,02385297","6,591523022","7,180672454","5,356263974","3,99048","4,39189853",Lyon office market,746,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,24,Rue de La Gare,69009,Lyons,,France,,45.77867,4.80017,SALE,2 900 000,2021-01-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_114,"300 Rte Nationale, 69760 Limonest",0,12,,33,41,52,62,71,811,821,831,93,102,112,121,131,141,"3,792887634","3,986173815","3,390798822","3,381566492","4,92068191","5,27407522","3,059637901","6,688843144","7,122205248","5,198126418","3,99048","4,151079133",Lyon office market,611,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,300,Rte Nationale,69760,Limonest,,France,,45.80982,4.77983,SALE,3 500 000,2021-02-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_115,"4 Rue Pierre Gilles de Gennes, 69007 Lyons",0,12,,34,41,52,61,71,811,821,831,93,102,112,121,131,141,"3,783138972","4,741276649","4,052946861","4,195173908","4,645262259","4,917566495","3,952260502","6,63300429","7,233687352","5,476323374","3,99048","4,376387418",Lyon office market,837,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,4,Rue Pierre Gilles de Gennes,69007,Lyons,,France,,45.72455,4.84394,SALE,3 300 000,2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_116,"56 Rue Bonte Pollet, 59000 Lille",0,12,,33,41,52,62,72,812,821,831,93,102,111,,131,141,"3,804673781","4,511669119","3,466226288","3,936814752","4,581694965","5,210260909","3,016373818","6,550376695","7,218959647","5,39551765","3,99048","4,405853091",Lille office market,1124,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,56,Rue Bonte Pollet,59000,Lille,,France,,50.62703,3.03219,SALE,3 800 000,2021-11-16,2021,0,MULTI_TENANT,TRANSACTION,,,
id_117,"15 Rue du Plouvier, 59175 Templemars",0,12,23,33,41,52,61,72,811,821,831,93,102,113,121,131,141,"3,533816129","3,748633883","3,874535986","3,320503728","4,751784337","5,708862476","3,945015062","6,575236343","7,143621959","5,069045128","3,99048","4,335983765",Lille office market,1575,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,15,Rue du Plouvier,59175,Templemars,,France,,50.56328,3.06585,SALE,4 900 000,2021-04-28,2021,0,MULTI_TENANT,TRANSACTION,,,
id_118,"245 Blvd de Tournai, 59650 Villeneuve-d'Ascq",0,12,,33,43,53,62,71,812,821,831,91,102,112,122,131,141,"3,757593919","3,880542561","3,377575953","3,346311107","4,751584821","5,681763671","3,011550607","6,563329158","7,140012128","5,088544423","3,99048","4,353455634",Lille office market,19540,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,245,Blvd de Tournai,59650,Villeneuve-d'Ascq,,France,,50.61311,3.1297,SALE,63 784 050,2021-04-30,2021,0,SINGLE_TENANT,TRANSACTION,,,
